Provincia,Casos Probables,Incidencia Acumulada,Defunciones Nuevas,Condicion,Numero,Year
Espaillat,0,22.9,0,dengue,21,2018
Extranjera,0,0.0,0,dengue,21,2018
Hato Mayor,0,11.6,0,dengue,21,2018
Hermanas Mirabal,1,40.2,0,dengue,21,2018
Independencia,0,13.1,0,dengue,21,2018
La Altagracia,0,6.0,0,dengue,21,2018
La Romana,0,1.9,0,dengue,21,2018
La Vega,0,12.8,0,dengue,21,2018
María Trinidad Sánchez,0,10.5,0,dengue,21,2018
Monseñor Nouel,0,11.5,0,dengue,21,2018
Monte Cristi,0,23.6,0,dengue,21,2018
Monte Plata,0,6.5,0,dengue,21,2018
Pedernales,0,29.1,0,dengue,21,2018
Peravia,0,0.0,0,dengue,21,2018
Puerto Plata,0,2.2,0,dengue,21,2018
Samaná,0,20.4,0,dengue,21,2018
San Cristóbal,2,6.4,0,dengue,21,2018
San José de Ocoa,0,13.3,0,dengue,21,2018
San Juan,0,16.5,0,dengue,21,2018
San Pedro de Macorís,1,14.0,0,dengue,21,2018
Santiago,2,17.7,0,dengue,21,2018
Santiago Rodríguez,0,4.3,0,dengue,21,2018
Santo Domingo,8,8.5,0,dengue,21,2018
Sánchez Ramírez,0,8.1,0,dengue,21,2018
Valverde,0,38.6,0,dengue,21,2018
Azua,0,28.9,0,dengue,22,2018
Baoruco,0,4.7,0,dengue,22,2018
Barahona,0,27.5,0,dengue,22,2018
Dajabón,0,3.6,0,dengue,22,2018
Distrito Nacional,0,7.9,0,dengue,22,2018
Duarte,0,16.7,0,dengue,22,2018
El Seibo,0,5.1,0,dengue,22,2018
Elías Piña,0,7.5,0,dengue,22,2018
Espaillat,0,21.9,0,dengue,22,2018
Extranjera,0,0.0,0,dengue,22,2018
Hato Mayor,0,11.0,0,dengue,22,2018
Hermanas Mirabal,0,38.4,0,dengue,22,2018
Independencia,0,12.5,0,dengue,22,2018
La Altagracia,0,5.7,0,dengue,22,2018
La Romana,1,2.7,0,dengue,22,2018
La Vega,0,12.2,0,dengue,22,2018
María Trinidad Sánchez,0,10.0,0,dengue,22,2018
Monseñor Nouel,0,11.0,0,dengue,22,2018
Monte Cristi,1,24.6,0,dengue,22,2018
Monte Plata,0,6.2,0,dengue,22,2018
Pedernales,1,34.7,0,dengue,22,2018
Peravia,0,0.0,0,dengue,22,2018
Puerto Plata,0,2.1,0,dengue,22,2018
Samaná,0,23.8,0,dengue,22,2018
San Cristóbal,0,6.1,0,dengue,22,2018
San José de Ocoa,1,16.9,0,dengue,22,2018
San Juan,0,15.7,0,dengue,22,2018
San Pedro de Macorís,0,13.3,0,dengue,22,2018
Santiago,1,17.1,0,dengue,22,2018
Santiago Rodríguez,0,4.1,0,dengue,22,2018
Santo Domingo,3,8.5,0,dengue,22,2018
Sánchez Ramírez,0,7.8,0,dengue,22,2018
Valverde,0,36.9,0,dengue,22,2018
Azua,0,27.7,0,dengue,23,2018
Baoruco,0,4.5,0,dengue,23,2018
Barahona,1,27.5,0,dengue,23,2018
Dajabón,0,3.4,0,dengue,23,2018
Distrito Nacional,0,7.5,0,dengue,23,2018
Duarte,0,16.0,0,dengue,23,2018
El Seibo,0,4.9,0,dengue,23,2018
Elías Piña,0,7.1,0,dengue,23,2018
Espaillat,0,20.9,0,dengue,23,2018
Extranjera,0,0.0,0,dengue,23,2018
Hato Mayor,0,10.6,0,dengue,23,2018
Hermanas Mirabal,0,36.7,0,dengue,23,2018
Independencia,0,11.9,0,dengue,23,2018
La Altagracia,1,6.2,0,dengue,23,2018
La Romana,0,2.6,0,dengue,23,2018
La Vega,0,11.7,0,dengue,23,2018
María Trinidad Sánchez,0,9.6,0,dengue,23,2018
Monseñor Nouel,0,10.5,0,dengue,23,2018
Monte Cristi,0,23.5,0,dengue,23,2018
Monte Plata,0,6.0,0,dengue,23,2018
Pedernales,1,39.8,0,dengue,23,2018
Peravia,0,0.0,0,dengue,23,2018
Puerto Plata,0,2.1,0,dengue,23,2018
Samaná,0,22.8,0,dengue,23,2018
San Cristóbal,0,5.9,0,dengue,23,2018
San José de Ocoa,1,20.2,0,dengue,23,2018
San Juan,2,20.1,0,dengue,23,2018
San Pedro de Macorís,0,12.8,0,dengue,23,2018
Santiago,1,16.6,0,dengue,23,2018
Santiago Rodríguez,0,3.9,0,dengue,23,2018
Santo Domingo,3,8.5,0,dengue,23,2018
Sánchez Ramírez,0,7.4,0,dengue,23,2018
Valverde,1,36.6,0,dengue,23,2018
Azua,0,26.5,0,dengue,24,2018
Baoruco,0,4.3,0,dengue,24,2018
Barahona,0,26.4,0,dengue,24,2018
Dajabón,1,6.6,0,dengue,24,2018
Distrito Nacional,2,7.6,0,dengue,24,2018
Duarte,1,16.1,0,dengue,24,2018
El Seibo,0,4.7,0,dengue,24,2018
Elías Piña,0,6.8,0,dengue,24,2018
Espaillat,0,20.0,0,dengue,24,2018
Extranjera,0,0.0,0,dengue,24,2018
Hato Mayor,2,15.2,0,dengue,24,2018
Hermanas Mirabal,0,35.2,0,dengue,24,2018
Independencia,0,11.5,0,dengue,24,2018
La Altagracia,1,6.6,0,dengue,24,2018
La Romana,1,3.3,0,dengue,24,2018
La Vega,0,11.2,0,dengue,24,2018
María Trinidad Sánchez,0,9.2,0,dengue,24,2018
Monseñor Nouel,2,12.6,0,dengue,24,2018
Monte Cristi,1,26.3,0,dengue,24,2018
Monte Plata,0,5.7,0,dengue,24,2018
Pedernales,0,38.2,0,dengue,24,2018
Peravia,0,0.0,0,dengue,24,2018
Puerto Plata,0,2.0,0,dengue,24,2018
Samaná,1,23.8,0,dengue,24,2018
San Cristóbal,0,6.0,0,dengue,24,2018
San José de Ocoa,1,23.2,0,dengue,24,2018
San Juan,0,20.2,0,dengue,24,2018
San Pedro de Macorís,0,12.2,0,dengue,24,2018
Santiago,3,16.7,0,dengue,24,2018
Santiago Rodríguez,0,3.8,0,dengue,24,2018
Santo Domingo,1,8.3,0,dengue,24,2018
Sánchez Ramírez,0,7.1,0,dengue,24,2018
Valverde,0,35.1,0,dengue,24,2018
Azua,0,25.5,0,dengue,25,2018
Baoruco,0,4.2,0,dengue,25,2018
Barahona,1,26.4,0,dengue,25,2018
Dajabón,0,6.3,0,dengue,25,2018
Distrito Nacional,3,7.9,0,dengue,25,2018
Duarte,0,15.4,0,dengue,25,2018
El Seibo,0,4.5,0,dengue,25,2018
Elías Piña,1,9.8,0,dengue,25,2018
Espaillat,0,19.2,0,dengue,25,2018
Extranjera,0,0.0,0,dengue,25,2018
Hato Mayor,0,14.6,0,dengue,25,2018
Hermanas Mirabal,0,33.8,0,dengue,25,2018
Independencia,0,11.0,0,dengue,25,2018
La Altagracia,0,6.3,0,dengue,25,2018
La Romana,0,3.1,0,dengue,25,2018
La Vega,0,10.7,0,dengue,25,2018
María Trinidad Sánchez,0,8.8,0,dengue,25,2018
Monseñor Nouel,1,13.3,0,dengue,25,2018
Monte Cristi,0,25.3,0,dengue,25,2018
Monte Plata,0,5.5,0,dengue,25,2018
Pedernales,0,36.6,0,dengue,25,2018
Peravia,0,0.0,0,dengue,25,2018
Puerto Plata,1,2.5,0,dengue,25,2018
Samaná,0,22.9,0,dengue,25,2018
San Cristóbal,0,5.7,0,dengue,25,2018
San José de Ocoa,1,26.0,0,dengue,25,2018
San Juan,0,19.4,0,dengue,25,2018
San Pedro de Macorís,0,11.7,0,dengue,25,2018
Santiago,1,16.3,0,dengue,25,2018
Santiago Rodríguez,0,3.6,0,dengue,25,2018
Santo Domingo,4,8.2,0,dengue,25,2018
Sánchez Ramírez,0,6.8,0,dengue,25,2018
Valverde,0,33.7,0,dengue,25,2018
Azua,0,24.5,0,dengue,26,2018
Baoruco,0,4.0,0,dengue,26,2018
Barahona,0,25.4,0,dengue,26,2018
Dajabón,0,6.1,0,dengue,26,2018
Distrito Nacional,2,8.0,0,dengue,26,2018
Duarte,0,14.8,0,dengue,26,2018
El Seibo,1,6.5,0,dengue,26,2018
Elías Piña,0,9.5,0,dengue,26,2018
Espaillat,0,18.5,0,dengue,26,2018
Extranjera,0,0.0,0,dengue,26,2018
Hato Mayor,0,14.0,0,dengue,26,2018
Hermanas Mirabal,1,34.7,0,dengue,26,2018
Independencia,0,10.6,0,dengue,26,2018
La Altagracia,0,6.1,0,dengue,26,2018
La Romana,1,3.8,0,dengue,26,2018
La Vega,0,10.3,0,dengue,26,2018
María Trinidad Sánchez,0,8.5,0,dengue,26,2018
Monseñor Nouel,0,12.8,0,dengue,26,2018
Monte Cristi,0,24.3,0,dengue,26,2018
Monte Plata,0,5.3,0,dengue,26,2018
Pedernales,1,41.1,0,dengue,26,2018
Peravia,0,0.0,0,dengue,26,2018
Puerto Plata,0,2.4,0,dengue,26,2018
Samaná,0,23.8,0,dengue,26,2018
San Cristóbal,1,5.8,0,dengue,26,2018
San José de Ocoa,0,25.0,0,dengue,26,2018
San Juan,1,19.5,0,dengue,26,2018
San Pedro de Macorís,2,12.6,0,dengue,26,2018
Santiago,1,16.0,0,dengue,26,2018
Santiago Rodríguez,0,3.5,0,dengue,26,2018
Santo Domingo,4,8.3,0,dengue,26,2018
Sánchez Ramírez,0,7.9,0,dengue,26,2018
Valverde,0,32.4,0,dengue,26,2018
Azua,0,23.6,0,dengue,27,2018
Baoruco,0,3.9,0,dengue,27,2018
Barahona,0,24.5,0,dengue,27,2018
Dajabón,0,5.9,0,dengue,27,2018
Distrito Nacional,0,7.7,0,dengue,27,2018
Duarte,0,14.3,0,dengue,27,2018
El Seibo,0,6.3,0,dengue,27,2018
Elías Piña,0,9.1,0,dengue,27,2018
Espaillat,0,17.8,0,dengue,27,2018
Extranjera,0,0.0,0,dengue,27,2018
Hato Mayor,0,13.5,0,dengue,27,2018
Hermanas Mirabal,0,33.4,0,dengue,27,2018
Independencia,1,13.6,0,dengue,27,2018
La Altagracia,0,5.8,0,dengue,27,2018
La Romana,0,3.6,0,dengue,27,2018
La Vega,0,9.9,0,dengue,27,2018
María Trinidad Sánchez,0,8.2,0,dengue,27,2018
Monseñor Nouel,1,13.4,0,dengue,27,2018
Monte Cristi,0,23.4,0,dengue,27,2018
Monte Plata,1,6.1,0,dengue,27,2018
Pedernales,0,39.6,0,dengue,27,2018
Peravia,0,0.0,0,dengue,27,2018
Puerto Plata,0,2.3,0,dengue,27,2018
Samaná,0,22.9,0,dengue,27,2018
San Cristóbal,0,5.6,0,dengue,27,2018
San José de Ocoa,0,20.6,0,dengue,27,2018
San Juan,0,17.9,0,dengue,27,2018
San Pedro de Macorís,1,12.8,0,dengue,27,2018
Santiago,3,16.0,0,dengue,27,2018
Santiago Rodríguez,0,3.4,0,dengue,27,2018
Santo Domingo,6,8.4,0,dengue,27,2018
Sánchez Ramírez,0,7.6,0,dengue,27,2018
Valverde,0,31.2,0,dengue,27,2018
Azua,0,22.7,0,dengue,28,2018
Baoruco,2,7.4,0,dengue,28,2018
Barahona,0,23.6,0,dengue,28,2018
Dajabón,0,5.6,0,dengue,28,2018
Distrito Nacional,0,7.4,0,dengue,28,2018
Duarte,0,13.8,0,dengue,28,2018
El Seibo,0,6.1,0,dengue,28,2018
Elías Piña,0,8.8,0,dengue,28,2018
Espaillat,1,18.0,0,dengue,28,2018
Extranjera,0,0.0,0,dengue,28,2018
Hato Mayor,0,13.0,0,dengue,28,2018
Hermanas Mirabal,0,32.2,0,dengue,28,2018
Independencia,1,16.4,0,dengue,28,2018
La Altagracia,0,5.6,0,dengue,28,2018
La Romana,0,4.2,0,dengue,28,2018
La Vega,1,10.0,0,dengue,28,2018
María Trinidad Sánchez,1,9.2,0,dengue,28,2018
Monseñor Nouel,1,13.0,0,dengue,28,2018
Monte Cristi,0,22.6,0,dengue,28,2018
Monte Plata,0,5.9,0,dengue,28,2018
Pedernales,1,43.6,0,dengue,28,2018
Peravia,0,0.0,0,dengue,28,2018
Puerto Plata,0,2.2,0,dengue,28,2018
Samaná,0,22.1,0,dengue,28,2018
San Cristóbal,1,6.0,0,dengue,28,2018
San José de Ocoa,0,19.9,0,dengue,28,2018
San Juan,1,18.1,0,dengue,28,2018
San Pedro de Macorís,1,13.6,0,dengue,28,2018
Santiago,3,16.0,0,dengue,28,2018
Santiago Rodríguez,1,6.5,0,dengue,28,2018
Santo Domingo,7,8.7,0,dengue,28,2018
Sánchez Ramírez,3,11.0,0,dengue,28,2018
Valverde,0,30.1,0,dengue,28,2018
Azua,1,22.8,0,dengue,29,2018
Baoruco,0,9.0,0,dengue,29,2018
Barahona,0,22.8,0,dengue,29,2018
Dajabón,0,5.5,0,dengue,29,2018
Distrito Nacional,2,7.5,0,dengue,29,2018
Duarte,0,13.3,0,dengue,29,2018
El Seibo,0,5.9,0,dengue,29,2018
Elías Piña,0,8.5,0,dengue,29,2018
Espaillat,0,17.3,0,dengue,29,2018
Extranjera,0,0.0,0,dengue,29,2018
Hato Mayor,0,12.6,0,dengue,29,2018
Hermanas Mirabal,0,31.1,0,dengue,29,2018
Independencia,0,15.8,0,dengue,29,2018
La Altagracia,0,5.4,0,dengue,29,2018
La Romana,0,4.1,0,dengue,29,2018
La Vega,1,10.1,0,dengue,29,2018
María Trinidad Sánchez,0,8.9,0,dengue,29,2018
Monseñor Nouel,0,12.5,0,dengue,29,2018
Monte Cristi,0,21.8,0,dengue,29,2018
Monte Plata,0,5.7,0,dengue,29,2018
Pedernales,1,47.4,0,dengue,29,2018
Peravia,0,0.0,0,dengue,29,2018
Puerto Plata,0,2.2,0,dengue,29,2018
Samaná,0,21.3,0,dengue,29,2018
San Cristóbal,0,5.8,0,dengue,29,2018
San José de Ocoa,2,25.6,0,dengue,29,2018
San Juan,2,18.3,0,dengue,29,2018
San Pedro de Macorís,0,13.1,0,dengue,29,2018
Santiago,1,15.6,0,dengue,29,2018
Santiago Rodríguez,0,9.4,0,dengue,29,2018
Santo Domingo,5,8.7,0,dengue,29,2018
Sánchez Ramírez,0,10.6,0,dengue,29,2018
Valverde,1,30.1,0,dengue,29,2018
Azua,0,21.3,0,dengue,31,2018
Baoruco,0,8.4,0,dengue,31,2018
Barahona,6,26.6,0,dengue,31,2018
Dajabón,0,5.1,0,dengue,31,2018
Distrito Nacional,3,7.9,0,dengue,31,2018
Duarte,0,12.4,0,dengue,31,2018
El Seibo,0,5.5,0,dengue,31,2018
Elías Piña,0,7.9,0,dengue,31,2018
Espaillat,1,17.6,0,dengue,31,2018
Extranjera,0,0.0,0,dengue,31,2018
Hato Mayor,1,13.7,0,dengue,31,2018
Hermanas Mirabal,0,29.1,0,dengue,31,2018
Independencia,0,14.8,0,dengue,31,2018
La Altagracia,0,5.1,0,dengue,31,2018
La Romana,0,4.4,0,dengue,31,2018
La Vega,0,10.3,0,dengue,31,2018
María Trinidad Sánchez,0,8.3,0,dengue,31,2018
Monseñor Nouel,0,11.7,0,dengue,31,2018
Monte Cristi,0,21.8,0,dengue,31,2018
Monte Plata,0,5.3,0,dengue,31,2018
Pedernales,0,59.1,0,dengue,31,2018
Peravia,0,0.0,0,dengue,31,2018
Puerto Plata,0,2.0,0,dengue,31,2018
Samaná,0,20.0,0,dengue,31,2018
San Cristóbal,0,5.7,0,dengue,31,2018
San José de Ocoa,0,26.9,0,dengue,31,2018
San Juan,0,17.1,0,dengue,31,2018
San Pedro de Macorís,0,12.8,0,dengue,31,2018
Santiago,4,16.1,0,dengue,31,2018
Santiago Rodríguez,0,8.8,0,dengue,31,2018
Santo Domingo,4,8.4,0,dengue,31,2018
Sánchez Ramírez,1,11.0,0,dengue,31,2018
Valverde,0,30.1,0,dengue,31,2018
Azua,0,20.6,0,dengue,32,2018
Baoruco,0,8.1,0,dengue,32,2018
Barahona,2,27.5,0,dengue,32,2018
Dajabón,0,4.9,0,dengue,32,2018
Distrito Nacional,3,8.3,0,dengue,32,2018
Duarte,1,12.6,0,dengue,32,2018
El Seibo,0,5.3,0,dengue,32,2018
Elías Piña,0,7.7,0,dengue,32,2018
Espaillat,1,17.8,0,dengue,32,2018
Extranjera,0,0.0,0,dengue,32,2018
Hato Mayor,1,15.2,0,dengue,32,2018
Hermanas Mirabal,1,29.9,0,dengue,32,2018
Independencia,0,14.3,0,dengue,32,2018
La Altagracia,0,4.9,0,dengue,32,2018
La Romana,0,4.3,0,dengue,32,2018
La Vega,1,10.4,0,dengue,32,2018
María Trinidad Sánchez,0,9.2,0,dengue,32,2018
Monseñor Nouel,0,11.3,0,dengue,32,2018
Monte Cristi,1,22.6,0,dengue,32,2018
Monte Plata,0,5.1,0,dengue,32,2018
Pedernales,0,57.2,0,dengue,32,2018
Peravia,0,0.0,0,dengue,32,2018
Puerto Plata,0,2.5,0,dengue,32,2018
Samaná,1,20.8,0,dengue,32,2018
San Cristóbal,0,5.5,0,dengue,32,2018
San José de Ocoa,1,29.0,0,dengue,32,2018
San Juan,0,16.6,0,dengue,32,2018
San Pedro de Macorís,0,12.9,0,dengue,32,2018
Santiago,0,15.6,0,dengue,32,2018
Santiago Rodríguez,0,8.5,0,dengue,32,2018
Santo Domingo,3,8.6,0,dengue,32,2018
Sánchez Ramírez,2,12.8,0,dengue,32,2018
Valverde,0,29.1,0,dengue,32,2018
Azua,2,21.4,0,dengue,33,2018
Baoruco,0,7.9,0,dengue,33,2018
Barahona,0,30.0,0,dengue,33,2018
Dajabón,0,4.8,0,dengue,33,2018
Distrito Nacional,0,8.0,0,dengue,33,2018
Duarte,0,12.2,0,dengue,33,2018
El Seibo,0,5.1,0,dengue,33,2018
Elías Piña,0,7.5,0,dengue,33,2018
Espaillat,1,17.9,0,dengue,33,2018
Extranjera,1,0.0,0,dengue,33,2018
Hato Mayor,0,16.6,0,dengue,33,2018
Hermanas Mirabal,1,30.7,0,dengue,33,2018
Independencia,0,13.9,0,dengue,33,2018
La Altagracia,1,5.7,0,dengue,33,2018
La Romana,0,4.2,0,dengue,33,2018
La Vega,0,10.1,0,dengue,33,2018
María Trinidad Sánchez,0,7.8,0,dengue,33,2018
Monseñor Nouel,0,11.0,0,dengue,33,2018
Monte Cristi,0,21.9,0,dengue,33,2018
Monte Plata,0,5.0,0,dengue,33,2018
Pedernales,0,55.5,0,dengue,33,2018
Peravia,0,0.0,0,dengue,33,2018
Puerto Plata,0,2.4,0,dengue,33,2018
Samaná,0,20.2,0,dengue,33,2018
San Cristóbal,0,5.6,0,dengue,33,2018
San José de Ocoa,0,28.1,0,dengue,33,2018
San Juan,0,16.1,0,dengue,33,2018
San Pedro de Macorís,0,13.1,0,dengue,33,2018
Santiago,3,15.7,0,dengue,33,2018
Santiago Rodríguez,1,11.0,0,dengue,33,2018
Santo Domingo,4,8.6,0,dengue,33,2018
Sánchez Ramírez,1,13.5,0,dengue,33,2018
Valverde,0,28.2,0,dengue,33,2018
Azua,3,22.2,0,dengue,35,2018
Baoruco,1,8.9,0,dengue,35,2018
Barahona,0,25.2,0,dengue,35,2018
Dajabón,0,4.5,0,dengue,35,2018
Distrito Nacional,0,7.7,0,dengue,35,2018
Duarte,1,13.0,0,dengue,35,2018
El Seibo,0,4.9,0,dengue,35,2018
Elías Piña,0,7.0,0,dengue,35,2018
Espaillat,0,16.9,0,dengue,35,2018
Extranjera,0,0.0,0,dengue,35,2018
Hato Mayor,0,15.6,0,dengue,35,2018
Hermanas Mirabal,0,29.0,0,dengue,35,2018
Independencia,0,15.7,0,dengue,35,2018
La Altagracia,1,7.6,0,dengue,35,2018
La Romana,0,3.9,0,dengue,35,2018
La Vega,0,9.5,0,dengue,35,2018
María Trinidad Sánchez,0,7.4,0,dengue,35,2018
Monseñor Nouel,1,11.2,0,dengue,35,2018
Monte Cristi,0,23.2,0,dengue,35,2018
Monte Plata,0,4.7,0,dengue,35,2018
Pedernales,0,65.4,0,dengue,35,2018
Peravia,0,0.0,0,dengue,35,2018
Puerto Plata,0,2.7,0,dengue,35,2018
Samaná,0,19.0,0,dengue,35,2018
San Cristóbal,1,5.5,0,dengue,35,2018
San José de Ocoa,2,34.5,0,dengue,35,2018
San Juan,0,15.8,0,dengue,35,2018
San Pedro de Macorís,2,13.8,0,dengue,35,2018
Santiago,1,15.0,0,dengue,35,2018
Santiago Rodríguez,0,10.4,0,dengue,35,2018
Santo Domingo,1,8.5,0,dengue,35,2018
Sánchez Ramírez,0,15.6,0,dengue,35,2018
Valverde,0,26.6,0,dengue,35,2018
Azua,3,23.6,0,dengue,36,2018
Baoruco,0,8.7,0,dengue,36,2018
Barahona,1,26.0,0,dengue,36,2018
Dajabón,0,4.4,0,dengue,36,2018
Distrito Nacional,3,7.9,0,dengue,36,2018
Duarte,1,13.2,0,dengue,36,2018
El Seibo,0,4.7,0,dengue,36,2018
Elías Piña,0,6.8,0,dengue,36,2018
Espaillat,0,16.4,0,dengue,36,2018
Extranjera,0,0.0,0,dengue,36,2018
Hato Mayor,0,15.2,0,dengue,36,2018
Hermanas Mirabal,1,29.7,0,dengue,36,2018
Independencia,0,15.3,0,dengue,36,2018
La Altagracia,1,7.9,0,dengue,36,2018
La Romana,0,3.8,0,dengue,36,2018
La Vega,0,9.2,0,dengue,36,2018
María Trinidad Sánchez,0,7.2,0,dengue,36,2018
Monseñor Nouel,1,11.8,0,dengue,36,2018
Monte Cristi,0,22.6,0,dengue,36,2018
Monte Plata,0,4.6,0,dengue,36,2018
Pedernales,5,89.0,0,dengue,36,2018
Peravia,0,0.0,0,dengue,36,2018
Puerto Plata,0,2.6,0,dengue,36,2018
Samaná,0,18.5,0,dengue,36,2018
San Cristóbal,0,5.4,0,dengue,36,2018
San José de Ocoa,0,33.5,0,dengue,36,2018
San Juan,0,14.7,0,dengue,36,2018
San Pedro de Macorís,0,13.4,0,dengue,36,2018
Santiago,0,14.5,0,dengue,36,2018
Santiago Rodríguez,0,10.1,0,dengue,36,2018
Santo Domingo,7,8.9,0,dengue,36,2018
Sánchez Ramírez,0,15.2,0,dengue,36,2018
Valverde,0,25.9,0,dengue,36,2018
Azua,5,26.1,0,dengue,37,2018
Baoruco,1,9.8,0,dengue,37,2018
Barahona,0,26.0,0,dengue,37,2018
Dajabón,0,4.3,0,dengue,37,2018
Distrito Nacional,4,8.2,0,dengue,37,2018
Duarte,0,12.8,0,dengue,37,2018
El Seibo,0,4.6,0,dengue,37,2018
Elías Piña,0,6.6,0,dengue,37,2018
Espaillat,0,16.0,0,dengue,37,2018
Extranjera,0,0.0,0,dengue,37,2018
Hato Mayor,0,14.8,0,dengue,37,2018
Hermanas Mirabal,0,28.9,0,dengue,37,2018
Independencia,0,14.9,0,dengue,37,2018
La Altagracia,0,7.7,0,dengue,37,2018
La Romana,0,3.7,0,dengue,37,2018
La Vega,0,9.3,0,dengue,37,2018
María Trinidad Sánchez,0,7.0,0,dengue,37,2018
Monseñor Nouel,0,11.4,0,dengue,37,2018
Monte Cristi,0,21.9,0,dengue,37,2018
Monte Plata,0,4.4,0,dengue,37,2018
Pedernales,0,86.6,0,dengue,37,2018
Peravia,0,0.0,0,dengue,37,2018
Puerto Plata,0,2.6,0,dengue,37,2018
Samaná,1,19.3,0,dengue,37,2018
San Cristóbal,1,5.5,0,dengue,37,2018
San José de Ocoa,1,35.1,0,dengue,37,2018
San Juan,0,14.3,0,dengue,37,2018
San Pedro de Macorís,0,13.1,0,dengue,37,2018
Santiago,1,14.3,0,dengue,37,2018
Santiago Rodríguez,0,9.8,0,dengue,37,2018
Santo Domingo,7,9.0,0,dengue,37,2018
Sánchez Ramírez,0,14.8,0,dengue,37,2018
Valverde,0,25.2,0,dengue,37,2018
Azua,0,25.4,0,dengue,38,2018
Baoruco,3,13.7,0,dengue,38,2018
Barahona,2,26.8,0,dengue,38,2018
Dajabón,0,4.2,0,dengue,38,2018
Distrito Nacional,5,8.8,0,dengue,38,2018
Duarte,1,12.9,0,dengue,38,2018
El Seibo,1,6.0,0,dengue,38,2018
Elías Piña,0,6.5,0,dengue,38,2018
Espaillat,0,15.5,0,dengue,38,2018
Extranjera,0,0.0,0,dengue,38,2018
Hato Mayor,0,14.4,0,dengue,38,2018
Hermanas Mirabal,0,28.2,0,dengue,38,2018
Independencia,0,14.5,0,dengue,38,2018
La Altagracia,0,7.5,0,dengue,38,2018
La Romana,0,4.1,0,dengue,38,2018
La Vega,0,9.1,0,dengue,38,2018
María Trinidad Sánchez,1,7.7,0,dengue,38,2018
Monseñor Nouel,1,11.9,0,dengue,38,2018
Monte Cristi,0,21.4,0,dengue,38,2018
Monte Plata,0,4.3,0,dengue,38,2018
Pedernales,0,84.3,0,dengue,38,2018
Peravia,0,0.0,0,dengue,38,2018
Puerto Plata,0,2.5,0,dengue,38,2018
Samaná,0,18.8,0,dengue,38,2018
San Cristóbal,3,6.0,0,dengue,38,2018
San José de Ocoa,1,36.6,0,dengue,38,2018
San Juan,1,14.6,0,dengue,38,2018
San Pedro de Macorís,0,12.7,0,dengue,38,2018
Santiago,0,13.9,0,dengue,38,2018
Santiago Rodríguez,0,9.5,0,dengue,38,2018
Santo Domingo,9,9.2,0,dengue,38,2018
Sánchez Ramírez,0,14.4,0,dengue,38,2018
Valverde,0,24.5,0,dengue,38,2018
Azua,1,25.4,0,dengue,39,2018
Baoruco,0,13.3,0,dengue,39,2018
Barahona,0,26.1,0,dengue,39,2018
Dajabón,0,4.1,0,dengue,39,2018
Distrito Nacional,4,9.3,0,dengue,39,2018
Duarte,0,12.6,0,dengue,39,2018
El Seibo,0,5.8,0,dengue,39,2018
Elías Piña,0,6.3,0,dengue,39,2018
Espaillat,0,15.1,0,dengue,39,2018
Extranjera,0,0.0,0,dengue,39,2018
Hato Mayor,0,14.0,0,dengue,39,2018
Hermanas Mirabal,1,28.9,0,dengue,39,2018
Independencia,0,14.1,0,dengue,39,2018
La Altagracia,0,7.3,0,dengue,39,2018
La Romana,0,4.0,0,dengue,39,2018
La Vega,1,9.2,0,dengue,39,2018
María Trinidad Sánchez,0,7.5,0,dengue,39,2018
Monseñor Nouel,0,12.4,0,dengue,39,2018
Monte Cristi,0,20.8,0,dengue,39,2018
Monte Plata,0,4.2,0,dengue,39,2018
Pedernales,0,82.2,0,dengue,39,2018
Peravia,1,0.7,0,dengue,39,2018
Puerto Plata,0,2.4,0,dengue,39,2018
Samaná,0,18.3,0,dengue,39,2018
San Cristóbal,0,5.8,0,dengue,39,2018
San José de Ocoa,0,35.7,0,dengue,39,2018
San Juan,2,15.4,0,dengue,39,2018
San Pedro de Macorís,0,12.4,0,dengue,39,2018
Santiago,1,13.7,0,dengue,39,2018
Santiago Rodríguez,0,9.3,0,dengue,39,2018
Santo Domingo,5,9.2,0,dengue,39,2018
Sánchez Ramírez,1,18.4,0,dengue,39,2018
Valverde,0,23.9,0,dengue,39,2018
Azua,1,25.3,0,dengue,40,2018
Baoruco,0,13.0,0,dengue,40,2018
Barahona,4,28.9,0,dengue,40,2018
Dajabón,0,3.9,0,dengue,40,2018
Distrito Nacional,2,9.2,0,dengue,40,2018
Duarte,0,12.7,0,dengue,40,2018
El Seibo,0,5.6,0,dengue,40,2018
Elías Piña,0,6.1,0,dengue,40,2018
Espaillat,0,14.7,0,dengue,40,2018
Extranjera,0,0.0,0,dengue,40,2018
Hato Mayor,0,13.6,0,dengue,40,2018
Hermanas Mirabal,0,31.0,0,dengue,40,2018
Independencia,0,13.6,0,dengue,40,2018
La Altagracia,2,7.7,0,dengue,40,2018
La Romana,1,4.4,0,dengue,40,2018
La Vega,0,9.2,0,dengue,40,2018
María Trinidad Sánchez,0,7.4,0,dengue,40,2018
Monseñor Nouel,1,12.8,0,dengue,40,2018
Monte Cristi,0,20.2,0,dengue,40,2018
Monte Plata,0,4.1,0,dengue,40,2018
Pedernales,3,90.7,0,dengue,40,2018
Peravia,0,0.7,0,dengue,40,2018
Puerto Plata,0,2.4,0,dengue,40,2018
Samaná,0,17.7,0,dengue,40,2018
San Cristóbal,0,5.8,0,dengue,40,2018
